CODE,COST,NAME,DESCRIPTION
10056,4864,Creme De Menthe Green,congue etiam justo etiam pretium
15632,3675,Sherry - Dry,sed magna at nunc commodo
2523,3989,Pork - Suckling Pig,accumsan tortor quis turpis sed
18937,2969,Extract Vanilla Pure,nec nisi vulputate nonummy maecenas
11565,2031,Bread - Raisin Walnut Oval,morbi ut odio cras mi
3415,3123,Straws - Cocktale,rutrum nulla tellus in sagittis
13808,3023,Dried Cranberries,et magnis dis parturient montes
8556,4348,Spinach - Packaged,ante vel ipsum praesent blandit
3722,2941,Truffle Shells - Semi - Sweet,morbi odio odio elementum eu
10412,3223,"Soup - Campbells, Chix Gumbo",in tempor turpis nec euismod
2463,3317,Grapefruit - Pink,blandit ultrices enim lorem ipsum
3021,4391,Edible Flower - Mixed,nunc vestibulum ante ipsum primis
1911,2974,"Pepper - Chipotle, Canned",in tempus sit amet sem
17148,2636,Ham - Cooked,ornare imperdiet sapien urna pretium
14119,4881,Vinegar - Cider,velit eu est congue elementum
10426,1522,Wasabi Powder,neque libero convallis eget eleifend
14423,3584,Appetizer - Smoked Salmon / Dill,fringilla rhoncus mauris enim leo
19791,1322,Bar - Sweet And Salty Chocolate,porttitor pede justo eu massa
16387,2818,Chickhen - Chicken Phyllo,hac habitasse platea dictumst etiam
9306,1360,"Shrimp - 21/25, Peel And Deviened",integer ac leo pellentesque ultrices
6553,1666,Greens Mustard,etiam faucibus cursus urna ut
11866,2573,Wine - Piper Heidsieck Brut,at lorem integer tincidunt ante
6421,4575,Extract Vanilla Pure,semper porta volutpat quam pede
18224,3594,"Tomatoes - Vine Ripe, Red",quisque ut erat curabitur gravida
15261,1764,Cheese - Cream Cheese,curabitur at ipsum ac tellus
7635,2630,Spinach - Frozen,nunc vestibulum ante ipsum primis
15148,2546,Glucose,sed tristique in tempus sit
11253,3348,Table Cloth 81x81 White,eu mi nulla ac enim
8291,3075,"Crush - Grape, 355 Ml",feugiat non pretium quis lectus
3824,2598,Canadian Emmenthal,erat nulla tempus vivamus in
14695,3123,Green Scrubbie Pad H.duty,lacinia nisi venenatis tristique fusce
17783,2820,"Wine - White, Cooking",eu nibh quisque id justo
2659,4149,"Wine - Red, Cooking",donec posuere metus vitae ipsum
8118,1905,Lemon Pepper,orci luctus et ultrices posuere
17676,4534,Chicken Breast Halal,elit proin risus praesent lectus
1622,2314,Buffalo - Striploin,pede ullamcorper augue a suscipit
16507,4798,"Stock - Beef, Brown",justo nec condimentum neque sapien
7583,2181,Wine - Vovray Sec Domaine Huet,fusce congue diam id ornare
14243,1769,"C - Plus, Orange",vitae quam suspendisse potenti nullam
10033,4326,Rice - Aborio,vivamus vestibulum sagittis sapien cum
9741,4301,"Crab - Dungeness, Whole, live",urna ut tellus nulla ut
8117,2741,Lettuce - Lolla Rosa,mattis nibh ligula nec sem
8517,4760,"Pepper - Black, Crushed",sapien varius ut blandit non
15481,3027,Chef Hat 25cm,eros elementum pellentesque quisque porta
16577,2358,Burger Veggie,sapien urna pretium nisl ut
11059,4743,Milk - 2%,habitasse platea dictumst etiam faucibus
13413,2119,Dc - Frozen Momji,ipsum primis in faucibus orci
8321,3695,Chives - Fresh,purus sit amet nulla quisque
13221,3688,Snapple Raspberry Tea,ligula suspendisse ornare consequat lectus
16995,3447,Cup - Translucent 7 Oz Clear,vulputate justo in blandit ultrices
2230,3610,Nantucket Cranberry Juice,eu magna vulputate luctus cum
16403,2948,"Beef - Chuck, Boneless",duis at velit eu est
6012,1754,Table Cloth 144x90 White,sem sed sagittis nam congue
3715,1711,Dried Cherries,donec odio justo sollicitudin ut
8475,4257,"Oil - Shortening,liqud, Fry",felis fusce posuere felis sed
12574,2403,Cleaner - Comet,lacinia eget tincidunt eget tempus
3331,1150,Truffle - Peelings,proin eu mi nulla ac
17393,1162,"Flour - Corn, Fine",dui proin leo odio porttitor
10459,4452,"Veal - Inside Round / Top, Lean",posuere felis sed lacus morbi
16146,3017,Water Chestnut - Canned,phasellus sit amet erat nulla
3716,4602,"Chicken - Thigh, Bone In",lacus at velit vivamus vel
18119,1812,Mince Meat - Filling,praesent lectus vestibulum quam sapien
13211,4069,"Tabasco Sauce, 2 Oz",nec euismod scelerisque quam turpis
9511,3804,Wine - Chateauneuf Du Pape,non mattis pulvinar nulla pede
3358,3157,"Veal - Leg, Provimi - 50 Lb Max",eget semper rutrum nulla nunc
12603,4245,Pork - Inside,mattis nibh ligula nec sem
10195,1957,Mcgillicuddy Vanilla Schnap,quam a odio in hac
14592,1629,Coffee - French Vanilla Frothy,sit amet turpis elementum ligula
14514,4786,"Crab - Dungeness, Whole, live",lacinia aenean sit amet justo
2760,4482,Cod - Fillets,ornare imperdiet sapien urna pretium
6168,4354,Syrup - Pancake,aliquam non mauris morbi non
19589,1516,Pimento - Canned,quisque ut erat curabitur gravida
2680,1319,"Pork - Bacon, Double Smoked",accumsan felis ut at dolor
2617,4532,Lamb Leg - Bone - In Nz,ultrices mattis odio donec vitae
19001,1620,Cranberries - Frozen,nulla ut erat id mauris
15535,3037,Muffin Hinge 117n,eget tempus vel pede morbi
5419,4374,"Napkin - Beverge, White 2 - Ply",nam congue risus semper porta
13387,4798,Wine - Gato Negro Cabernet,a libero nam dui proin
15811,3946,"Turkey - Breast, Smoked",nascetur ridiculus mus etiam vel
10416,1213,"Red Snapper - Fresh, Whole",augue aliquam erat volutpat in
10851,2214,Sole - Fillet,eu interdum eu tincidunt in
9991,1035,Cheese Cloth,semper rutrum nulla nunc purus
19377,3836,Aspic - Amber,aliquam lacus morbi quis tortor
19690,2294,Mix - Cocktail Ice Cream,ante nulla justo aliquam quis
19081,3068,Tea - Honey Green Tea,lobortis ligula sit amet eleifend
12510,3255,Wine - Chateau Timberlay,massa id lobortis convallis tortor
16156,4743,Tomato Paste,mi in porttitor pede justo
12059,3285,Crab - Meat Combo,diam neque vestibulum eget vulputate
6162,2959,"Brandy - Orange, Mc Guiness",mattis pulvinar nulla pede ullamcorper
18512,4825,"Pepper - Green, Chili",sem fusce consequat nulla nisl
6170,3464,Wine - Penfolds Koonuga Hill,in faucibus orci luctus et
1249,1613,Cheese - Grana Padano,blandit non interdum in ante
11147,1143,"Yogurt - Blueberry, 175 Gr",rutrum nulla nunc purus phasellus
12095,1304,Longos - Grilled Salmon With Bbq,ligula vehicula consequat morbi a
1563,4264,The Pop Shoppe - Root Beer,consequat lectus in est risus
13058,4599,Banana - Leaves,maecenas rhoncus aliquam lacus morbi
14892,3575,Tea Leaves - Oolong,ut massa quis augue luctus
12232,4806,Cocoa Feuilletine,ante vivamus tortor duis mattis
3906,3304,"Soup - Knorr, Ministrone",malesuada in imperdiet et commodo
15267,1992,Laundry - Bag Cloth,adipiscing lorem vitae mattis nibh
3098,3256,"Crab - Dungeness, Whole, live",vitae ipsum aliquam non mauris
7832,1041,Pasta - Canelloni,sit amet eleifend pede libero
2560,4067,"Stock - Veal, White",id ornare imperdiet sapien urna
14147,1341,Onions - Red,nam tristique tortor eu pede
10295,2442,Longos - Burritos,vestibulum ante ipsum primis in
9076,1131,"Bread - Roll, Calabrese",iaculis justo in hac habitasse
14071,4513,Chicken - Livers,quam sollicitudin vitae consectetuer eget
6093,4768,Vinegar - Balsamic,sollicitudin ut suscipit a feugiat
14753,1736,Bread - Calabrese Baguette,placerat ante nulla justo aliquam
3986,4030,Cheese - La Sauvagine,vestibulum rutrum rutrum neque aenean
7036,3669,"Coffee - Colombian, Portioned",vestibulum ante ipsum primis in
9196,2562,Yoghurt Tubes,sodales sed tincidunt eu felis
17604,4521,Pie Shells 10,etiam vel augue vestibulum rutrum
17613,1781,Beef Wellington,massa volutpat convallis morbi odio
19188,3349,Lamb - Shanks,suspendisse ornare consequat lectus in
18526,3584,Quiche Assorted,eu est congue elementum in
15288,3559,Muffin Batt - Choc Chk,volutpat sapien arcu sed augue
5269,4859,Sugar - Invert,nisi vulputate nonummy maecenas tincidunt
6482,1473,Veal Inside - Provimi,in felis donec semper sapien
1181,1787,Mix - Cocktail Ice Cream,sociis natoque penatibus et magnis
9948,1989,Tea Leaves - Oolong,sagittis nam congue risus semper
17838,3060,"Rice Pilaf, Dry,package",magnis dis parturient montes nascetur
14032,4646,"Syrup - Golden, Lyles",lacinia eget tincidunt eget tempus
16822,4262,"Chicken - White Meat, No Tender",morbi porttitor lorem id ligula
6816,1576,Cheese - Fontina,neque libero convallis eget eleifend
6694,3172,Spinach - Frozen,suspendisse potenti in eleifend quam
1398,1345,Potatoes - Idaho 80 Count,cras in purus eu magna
13188,2836,Cheese - Mascarpone,sit amet sem fusce consequat
9847,4860,"Nut - Hazelnut, Whole",fusce consequat nulla nisl nunc
2544,1847,Wine - White Cab Sauv.on,quis turpis sed ante vivamus
9823,3725,Pork - Sausage Casing,leo maecenas pulvinar lobortis est
3890,3764,Turnip - Mini,tortor sollicitudin mi sit amet
2835,3511,Croissants Thaw And Serve,nulla ac enim in tempor
18625,2065,Sauce Bbq Smokey,placerat praesent blandit nam nulla
19213,4282,Carbonated Water - White Grape,ut mauris eget massa tempor
2238,2531,Creme De Cacao Mcguines,nulla ut erat id mauris
17631,1515,Crab - Soft Shell,nulla pede ullamcorper augue a
10143,1380,Lobster - Canned Premium,nulla suspendisse potenti cras in
4847,3273,"Rum - Cream, Amarula",ipsum dolor sit amet consectetuer
11553,2156,Yukon Jack,at nulla suspendisse potenti cras
8135,4922,Brandy Apricot,tristique in tempus sit amet
6666,4566,Beans - Fava Fresh,commodo placerat praesent blandit nam
18515,4098,Wine - Magnotta - Belpaese,adipiscing elit proin risus praesent
10568,2707,Octopus,in purus eu magna vulputate
18421,1052,Beer - Molson Excel,nunc rhoncus dui vel sem
19582,1271,Coffee - Dark Roast,nullam porttitor lacus at turpis
5584,1391,"Rum - Spiced, Captain Morgan",nisl duis bibendum felis sed
18790,4810,Hot Chocolate - Individual,mauris vulputate elementum nullam varius
11998,2743,Cream - 18%,aliquet ultrices erat tortor sollicitudin
8676,3575,Island Oasis - Strawberry,viverra pede ac diam cras
13670,1540,Muffin Mix - Chocolate Chip,accumsan tortor quis turpis sed
15609,1002,Veal - Liver,id turpis integer aliquet massa
12674,1883,Chinese Foods - Chicken Wing,id ligula suspendisse ornare consequat
8636,2444,Paper - Brown Paper Mini Cups,lacus at turpis donec posuere
19106,4784,Wine - Chateauneuf Du Pape,tempus vivamus in felis eu
6834,1436,Orange - Blood,et ultrices posuere cubilia curae
14314,4861,Lamb - Whole Head Off,nulla ut erat id mauris
9579,4922,Cookies Almond Hazelnut,pharetra magna vestibulum aliquet ultrices
2546,1962,Grapes - Black,vulputate elementum nullam varius nulla
10696,1883,Almonds Ground Blanched,sit amet nulla quisque arcu
12799,2425,Tea - Earl Grey,odio cras mi pede malesuada
16243,2559,Pastry - Baked Scones - Mini,at turpis a pede posuere
6612,4649,Pepper - Pablano,sollicitudin mi sit amet lobortis
13779,2193,Nacho Chips,varius ut blandit non interdum
2018,4703,Cookies - Fortune,vestibulum ante ipsum primis in
6580,1542,Carrots - Jumbo,lacus morbi quis tortor id
6542,2180,Wine - Sogrape Mateus Rose,porttitor id consequat in consequat
6703,1473,Milk - Homo,cum sociis natoque penatibus et
